product_name;current_price;normal_price;product_url;store;extraction_date
Celular MOTOROLA G15 256GB Verde;479900.0;999900.0;https://www.alkosto.com/celular-motorola-g15-256gb-verde/p/840023280252?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI4MDI1MiIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiOTY1NDg4NGRhMTNiY2Y5YWM0ZWI1ZWZjOTczN2YwNjgifQ==;alkosto;2025-08-14
Celular OPPO A20 128GB Café;399900.0;999900.0;https://www.alkosto.com/celular-oppo-a20-128gb-cafe/p/6932169353663?algEvent=eyJvYmplY3RJZCI6IjY5MzIxNjkzNTM2NjMiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular HONOR X7c 256GB Blanco;779900.0;1499900.0;https://www.alkosto.com/celular-honor-x7c-256gb-blanco/p/6936520855926?algEvent=eyJvYmplY3RJZCI6IjY5MzY1MjA4NTU5MjYiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular SAMSUNG Galaxy S24FE 512GB 5G Azul;2999990.0;4549990.0;https://www.alkosto.com/celular-samsung-galaxy-s24fe-512gb-5g-azul/p/8806095745749?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTU3NDU3NDkiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular MOTOROLA G05 128GB Verde;389900.0;699900.0;https://www.alkosto.com/celular-motorola-g05-128gb-verde/p/840023280481?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI4MDQ4MSIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular TECNO Spark 30 256GB 5G Negro;669900.0;1094900.0;https://www.alkosto.com/celular-tecno-spark-30-256gb-5g-negro/p/4894947041815?algEvent=eyJvYmplY3RJZCI6IjQ4OTQ5NDcwNDE4MTUiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular HONOR Magic 7 Lite 512GB 5G Purpura + Reloj;1999900.0;2999900.0;https://www.alkosto.com/celular-honor-magic-7-lite-512gb-5g-purpura-reloj/p/7707945527946?algEvent=eyJvYmplY3RJZCI6Ijc3MDc5NDU1Mjc5NDYiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular Motorola G75 256GB 5G Gris;849900.0;1599900.0;https://www.alkosto.com/celular-motorola-g75-256gb-5g-gris/p/840023274114?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI3NDExNCIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular SAMSUNG Galaxy S24 256GB Morado;2499990.0;4799990.0;https://www.alkosto.com/celular-samsung-galaxy-s24-256gb-morado/p/8806095301457?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTUzMDE0NTciLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular SAMSUNG Galaxy S24 256GB Gris;2499990.0;4799990.0;https://www.alkosto.com/celular-samsung-galaxy-s24-256gb-gris/p/8806095301303?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTUzMDEzMDMiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular REDMI 14C 128GB Azul;399900.0;899900.0;https://www.alkosto.com/celular-redmi-14c-128gb-azul/p/6941812762820?algEvent=eyJvYmplY3RJZCI6IjY5NDE4MTI3NjI4MjAiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular VIVO Y39 256GB 5G Azul;1094900.0;1999900.0;https://www.alkosto.com/celular-vivo-y39-256gb-5g-azul/p/6935117899022?algEvent=eyJvYmplY3RJZCI6IjY5MzUxMTc4OTkwMjIiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular Motorola G75 256GB 5G Verde;849900.0;1599900.0;https://www.alkosto.com/celular-motorola-g75-256gb-5g-verde/p/840023274138?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI3NDEzOCIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular HONOR Magic 7 Lite 512GB 5G Negro + Reloj;1999900.0;2999900.0;https://www.alkosto.com/celular-honor-magic-7-lite-512gb-5g-negro-reloj/p/7707945527991?algEvent=eyJvYmplY3RJZCI6Ijc3MDc5NDU1Mjc5OTEiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular HONOR 400 512GB 5G Dorado + Reloj;2799900.0;3599900.0;https://www.alkosto.com/celular-honor-400-512gb-5g-dorado-reloj/p/7707945527519?algEvent=eyJvYmplY3RJZCI6Ijc3MDc5NDU1Mjc1MTkiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular MOTOROLA G55 256GB Rosado;749900.0;1399900.0;https://www.alkosto.com/celular-motorola-g55-256gb-rosado/p/840023287312?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI4NzMxMiIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular TECNO Camon 40 Pro 256GB Blanco;1094900.0;1999900.0;https://www.alkosto.com/celular-tecno-camon-40-pro-256gb-blanco/p/4894947068669?algEvent=eyJvYmplY3RJZCI6IjQ4OTQ5NDcwNjg2NjkiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular MOTOROLA Edge 60 Fusion 256GB 5G Rosado;1349900.0;2299900.0;https://www.alkosto.com/celular-motorola-edge-60-fusion-256gb-5g-rosado/p/840023293801?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI5MzgwMSIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular ZTE V70 Design 256GB Gris;399900.0;859900.0;https://www.alkosto.com/celular-zte-v70-design-256gb-gris/p/6902176133763?algEvent=eyJvYmplY3RJZCI6IjY5MDIxNzYxMzM3NjMiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular HONOR X5b Plus 256GB Negro;479900.0;799900.0;https://www.alkosto.com/celular-honor-x5b-plus-256gb-negro/p/6936520855353?algEvent=eyJvYmplY3RJZCI6IjY5MzY1MjA4NTUzNTMiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular OPPO A20 128GB Azul;399900.0;999900.0;https://www.alkosto.com/celular-oppo-a20-128gb-azul/p/6932169354424?algEvent=eyJvYmplY3RJZCI6IjY5MzIxNjkzNTQ0MjQiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular SAMSUNG Galaxy A06 128GB Negro;399900.0;529900.0;https://www.alkosto.com/celular-samsung-galaxy-a06-128gb-negro/p/8806095817521?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTU4MTc1MjEiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular Motorola G75 256GB 5G Azul;849900.0;1599900.0;https://www.alkosto.com/celular-motorola-g75-256gb-5g-azul/p/840023274121?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI3NDEyMSIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular MOTOROLA G86 5G 256GB AZUL;1094900.0;1899900.0;https://www.alkosto.com/celular-motorola-g86-5g-256gb-azul/p/840493605074?algEvent=eyJvYmplY3RJZCI6Ijg0MDQ5MzYwNTA3NCIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiMTZiMTMzMmI0NGRiZTZiZTY2NjI1Mzg4NTczYzQ2NTMifQ==;alkosto;2025-08-14
Celular SAMSUNG Galaxy A56 256GB 5G Gris;1749900.0;2399900.0;https://www.alkosto.com/celular-samsung-galaxy-a56-256gb-5g-gris/p/8806097117186?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTcxMTcxODYiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular HONOR X8c 512GB Negro;999900.0;2299000.0;https://www.alkosto.com/celular-honor-x8c-512gb-negro/p/6936520873999?algEvent=eyJvYmplY3RJZCI6IjY5MzY1MjA4NzM5OTkiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6IjE2YjEzMzJiNDRkYmU2YmU2NjYyNTM4ODU3M2M0NjUzIn0=;alkosto;2025-08-14
Celular MOTOROLA Edge 60 Fusion 256GB 5G Azul;1349900.0;2299900.0;https://www.alkosto.com/celular-motorola-edge-60-fusion-256gb-5g-azul/p/840023293788?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI5Mzc4OCIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular ZTE V70 Design 256GB Rosado;399900.0;859900.0;https://www.alkosto.com/celular-zte-v70-design-256gb-rosado/p/6902176133770?algEvent=eyJvYmplY3RJZCI6IjY5MDIxNzYxMzM3NzAiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular HONOR 400 512GB 5G Negro + Reloj;2799900.0;3599900.0;https://www.alkosto.com/celular-honor-400-512gb-5g-negro-reloj/p/7709997365873?algEvent=eyJvYmplY3RJZCI6Ijc3MDk5OTczNjU4NzMiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular MOTOROLA G05 128GB Rojo;389900.0;699900.0;https://www.alkosto.com/celular-motorola-g05-128gb-rojo/p/840023280436?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI4MDQzNiIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular TECNO Camon 40 pro 256GB Gris Titanium;1094900.0;1999900.0;https://www.alkosto.com/celular-tecno-camon-40-pro-256gb-gris-titanium/p/4894947096372?algEvent=eyJvYmplY3RJZCI6IjQ4OTQ5NDcwOTYzNzIiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular SAMSUNG Galaxy A06 128GB Azul;399900.0;529900.0;https://www.alkosto.com/celular-samsung-galaxy-a06-128gb-azul/p/8806095817552?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTU4MTc1NTIiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular HONOR X5b Plus 256GB Purpura;479900.0;799900.0;https://www.alkosto.com/celular-honor-x5b-plus-256gb-purpura/p/6936520855360?algEvent=eyJvYmplY3RJZCI6IjY5MzY1MjA4NTUzNjAiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular HONOR X5b Plus 256GB Azul Oceano;479900.0;799900.0;https://www.alkosto.com/celular-honor-x5b-plus-256gb-azul-oceano/p/6936520855377?algEvent=eyJvYmplY3RJZCI6IjY5MzY1MjA4NTUzNzciLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
iPhone 15 128 GB 5G Verde;4059010.0;4599010.0;https://www.alkosto.com/iphone-15-128gb-5g-verde/p/195949036637?algEvent=eyJvYmplY3RJZCI6IjE5NTk0OTAzNjYzNyIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular REALME C75 256GB Negro;799900.0;999900.0;https://www.alkosto.com/celular-realme-c75-256gb-negro/p/6941764450417?algEvent=eyJvYmplY3RJZCI6IjY5NDE3NjQ0NTA0MTciLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular REDMI 14C 256 GB Azul;499900.0;999900.0;https://www.alkosto.com/celular-redmi-14c-256-gb-azul/p/6941812787298?algEvent=eyJvYmplY3RJZCI6IjY5NDE4MTI3ODcyOTgiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular ZTE A55 128GB Negro;299900.0;499900.0;https://www.alkosto.com/celular-zte-a55-128gb-negro/p/6902176127427?algEvent=eyJvYmplY3RJZCI6IjY5MDIxNzYxMjc0MjciLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular MOTOROLA Edge 60 Fusion 256GB 5G Verde;1349900.0;2299900.0;https://www.alkosto.com/celular-motorola-edge-60-fusion-256gb-5g-verde/p/840023293795?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI5Mzc5NSIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular MOTOROLA G04s 128GB Negro;349900.0;699900.0;https://www.alkosto.com/celular-motorola-g04s-128gb-negro/p/840023266898?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI2Njg5OCIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
iPhone 16 Pro Max 256 GB Titanio Natural;6969010.0;;https://www.alkosto.com/iphone-16-pro-max-256gb-titanio-natural/p/195949806223?algEvent=eyJvYmplY3RJZCI6IjE5NTk0OTgwNjIyMyIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular XIAOMI 14T Pro 512GB 5G Gris + Tablet;3099900.0;5499900.0;https://www.alkosto.com/celular-xiaomi-14t-pro-512gb-5g-gris-tablet/p/6941812788837?algEvent=eyJvYmplY3RJZCI6IjY5NDE4MTI3ODg4MzciLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular XIAOMI 14T Pro 512GB 5G Azul + Tablet;3099900.0;5499900.0;https://www.alkosto.com/celular-xiaomi-14t-pro-512gb-5g-azul-tablet/p/6941812788981?algEvent=eyJvYmplY3RJZCI6IjY5NDE4MTI3ODg5ODEiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular REDMI Note 14 256GB 5G Negro;999900.0;1599900.0;https://www.alkosto.com/celular-redmi-note-14-256gb-5g-negro/p/6932554404734?algEvent=eyJvYmplY3RJZCI6IjY5MzI1NTQ0MDQ3MzQiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular MOTOROLA G56 256GB 5G Azul Oscuro;899900.0;1599900.0;https://www.alkosto.com/celular-motorola-g56-256gb-5g-azul-oscuro/p/840023293511?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI5MzUxMSIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular SAMSUNG Galaxy A06 128GB Verde;399900.0;529900.0;https://www.alkosto.com/celular-samsung-galaxy-a06-128gb-verde/p/8806095817576?algEvent=eyJvYmplY3RJZCI6Ijg4MDYwOTU4MTc1NzYiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
Celular MOTOROLA G35 256GB 5G Naranja;584900.0;1299900.0;https://www.alkosto.com/celular-motorola-g35-256gb-5g-naranja/p/840023269974?algEvent=eyJvYmplY3RJZCI6Ijg0MDAyMzI2OTk3NCIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
Celular TECNO Spark 40Pro+ 256GB Gris Titanium;859900.0;1999900.0;https://www.alkosto.com/celular-tecno-spark-40pro-256gb-gris-titanium/p/4894947096358?algEvent=eyJvYmplY3RJZCI6IjQ4OTQ5NDcwOTYzNTgiLCJpbmRleCI6ImFsa29zdG9JbmRleEFsZ29saWFQUkQiLCJhY3Rpb24iOiJ2aWV3IiwicXVlcnlJRCI6ImJkNjdhMWY5ZDQ4ZGM4NTBjNTg2Yzk1MjcyNWVlNzAwIn0=;alkosto;2025-08-14
iPhone 16e 256GB Negro;4069010.0;;https://www.alkosto.com/iphone-16e-256gb-negro/p/195950051933?algEvent=eyJvYmplY3RJZCI6IjE5NTk1MDA1MTkzMyIsImluZGV4IjoiYWxrb3N0b0luZGV4QWxnb2xpYVBSRCIsImFjdGlvbiI6InZpZXciLCJxdWVyeUlEIjoiYmQ2N2ExZjlkNDhkYzg1MGM1ODZjOTUyNzI1ZWU3MDAifQ==;alkosto;2025-08-14
